,pmid,Dataset,Real label,times_correct,times_test,CorrectlyClassified
3874,30033744,pk_random,Not Relevant,52,52,100.0
3875,30039238,2000V2_1103,Not Relevant,42,42,100.0
45,535528,2000V2_1103,Not Relevant,38,38,100.0
43,521221,random_1000_pmids,Not Relevant,39,39,100.0
3878,30060204,2000V2_1103,Not Relevant,38,38,100.0
3879,30063652,pk_random,Relevant,46,46,100.0
3880,30063978,2000V2_1103,Not Relevant,47,47,100.0
42,512321,2000V2_1103,Not Relevant,39,39,100.0
41,511347,2000V2_1103,Not Relevant,41,41,100.0
3883,30082554,2000V2_1103,Relevant,47,47,100.0
3884,30091852,2000V2_1103,Relevant,39,39,100.0
40,493333,random_1000_pmids,Not Relevant,47,47,100.0
3886,30098864,2000V2_1103,Not Relevant,35,35,100.0
3865,29967572,2000V2_1103,Relevant,39,39,100.0
3839,29675639,pk_random,Not Relevant,37,37,100.0
3864,29948492,2000V2_1103,Not Relevant,49,49,100.0
50,582104,2000V2_1103,Not Relevant,36,36,100.0
3841,29684147,pk_random,Relevant,32,32,100.0
3842,29685163,2000V2_1103,Not Relevant,45,45,100.0
3843,29688783,2000V2_1103,Relevant,48,48,100.0
3844,29693578,2000V2_1103,Relevant,37,37,100.0
3845,29728598,random_1000_pmids,Not Relevant,29,29,100.0
56,621578,2000V2_1103,Not Relevant,50,50,100.0
3847,29746728,2000V2_1103,Relevant,41,41,100.0
3848,29750396,random_1000_pmids,Relevant,45,45,100.0
3849,29758944,pk_random,Not Relevant,36,36,100.0
54,609864,random_1000_pmids,Not Relevant,36,36,100.0
53,607963,random_1000_pmids,Not Relevant,40,40,100.0
3852,29792287,pk_random,Relevant,48,48,100.0
3853,29844208,2000V2_1103,Not Relevant,50,50,100.0
52,599404,2000V2_1103,Not Relevant,34,34,100.0
3855,29874005,2000V2_1103,Not Relevant,39,39,100.0
3856,29880375,random_1000_pmids,Not Relevant,30,30,100.0
3857,29886929,2000V2_1103,Not Relevant,48,48,100.0
3858,29909416,2000V2_1103,Not Relevant,46,46,100.0
51,583252,2000V2_1103,Not Relevant,27,27,100.0
3860,29915588,2000V2_1103,Not Relevant,41,41,100.0
3861,29917114,pk_random,Not Relevant,53,53,100.0
3863,29938900,2000V2_1103,Not Relevant,41,41,100.0
3178,24470792,random_1000_pmids,Not Relevant,42,42,100.0
3584,27608317,2000V2_1103,Not Relevant,40,40,100.0
3582,27594691,2000V2_1103,Not Relevant,45,45,100.0
3307,25423195,2000V2_1103,Relevant,41,41,100.0
3308,25425114,pk_random,Not Relevant,40,40,100.0
3309,25446426,random_1000_pmids,Not Relevant,43,43,100.0
3310,25459730,random_1000_pmids,Not Relevant,42,42,100.0
3311,25462312,pk_random,Not Relevant,51,51,100.0
3312,25474596,random_1000_pmids,Not Relevant,42,42,100.0
3313,25477145,pk_random,Not Relevant,47,47,100.0
3314,25491630,2000V2_1103,Not Relevant,48,48,100.0
3315,25495857,random_1000_pmids,Not Relevant,37,37,100.0
3306,25416718,pk_random,Not Relevant,38,38,100.0
3316,25517308,random_1000_pmids,Relevant,26,26,100.0
3318,25536900,2000V2_1103,Not Relevant,39,39,100.0
3319,25545098,2000V2_1103,Not Relevant,38,38,100.0
3320,25554071,2000V2_1103,Not Relevant,41,41,100.0
3321,25559689,2000V2_1103,Not Relevant,42,42,100.0
210,1801154,pk_random,Relevant,31,31,100.0
209,1800465,2000V2_1103,Not Relevant,41,41,100.0
3324,25578387,2000V2_1103,Not Relevant,37,37,100.0
208,1794001,pk_random,Not Relevant,43,43,100.0
3327,25607590,random_1000_pmids,Not Relevant,35,35,100.0
3317,25533183,2000V2_1103,Not Relevant,35,35,100.0
3305,25412253,pk_random,Not Relevant,43,43,100.0
3304,25408310,pk_random,Relevant,35,35,100.0
3303,25407546,random_1000_pmids,Not Relevant,45,45,100.0
3281,25190152,random_1000_pmids,Relevant,43,43,100.0
3282,25197918,random_1000_pmids,Not Relevant,41,41,100.0
3283,25222040,2000V2_1103,Not Relevant,36,36,100.0
3284,25222260,random_1000_pmids,Not Relevant,57,57,100.0
3285,25231405,random_1000_pmids,Relevant,38,38,100.0
3286,25254638,random_1000_pmids,Not Relevant,51,51,100.0
3287,25265308,pk_random,Not Relevant,32,32,100.0
3288,25271172,pk_random,Relevant,48,48,100.0
3289,25283614,2000V2_1103,Not Relevant,35,35,100.0
216,1827124,2000V2_1103,Not Relevant,38,38,100.0
214,1823862,pk_random,Not Relevant,48,48,100.0
213,1820889,2000V2_1103,Relevant,44,44,100.0
3293,25316744,2000V2_1103,Not Relevant,42,42,100.0
3294,25325240,pk_random,Not Relevant,44,44,100.0
3295,25336386,2000V2_1103,Not Relevant,42,42,100.0
3296,25339160,pk_random,Not Relevant,39,39,100.0
3297,25343296,2000V2_1103,Not Relevant,42,42,100.0
3298,25343350,2000V2_1103,Not Relevant,42,42,100.0
3299,25354943,2000V2_1103,Not Relevant,40,40,100.0
212,1819743,2000V2_1103,Not Relevant,39,39,100.0
211,1808599,2000V2_1103,Not Relevant,42,42,100.0
3328,25607708,random_1000_pmids,Not Relevant,43,43,100.0
3329,25616737,2000V2_1103,Not Relevant,53,53,100.0
3330,25619919,pk_random,Not Relevant,44,44,100.0
3331,25636511,random_1000_pmids,Not Relevant,29,29,100.0
3359,25819095,2000V2_1103,Relevant,31,31,100.0
3360,25824561,pk_random,Not Relevant,44,44,100.0
3361,25825484,2000V2_1103,Not Relevant,31,31,100.0
3362,25848107,random_1000_pmids,Not Relevant,29,29,100.0
3363,25850750,2000V2_1103,Relevant,37,37,100.0
3364,25853479,2000V2_1103,Relevant,42,42,100.0
3365,25864370,2000V2_1103,Not Relevant,45,45,100.0
3366,25871865,2000V2_1103,Not Relevant,38,38,100.0
3367,25891783,pk_random,Not Relevant,46,46,100.0
197,1742606,random_1000_pmids,Not Relevant,32,32,100.0
3369,25924917,random_1000_pmids,Not Relevant,52,52,100.0
3370,25928348,random_1000_pmids,Relevant,40,40,100.0
3371,25936773,random_1000_pmids,Not Relevant,40,40,100.0
3372,25944992,2000V2_1103,Not Relevant,49,49,100.0
3373,25948873,pk_random,Not Relevant,42,42,100.0
3374,25953731,2000V2_1103,Not Relevant,29,29,100.0
3375,25953735,random_1000_pmids,Relevant,35,35,100.0
3376,25956486,random_1000_pmids,Not Relevant,39,39,100.0
3377,25963997,pk_random,Relevant,43,43,100.0
3378,25965455,pk_random,Not Relevant,33,33,100.0
3379,25966866,2000V2_1103,Not Relevant,35,35,100.0
198,1742921,2000V2_1103,Not Relevant,34,34,100.0
3280,25178252,2000V2_1103,Not Relevant,39,39,100.0
3357,25793001,2000V2_1103,Relevant,42,42,100.0
200,1749211,2000V2_1103,Not Relevant,43,43,100.0
3332,25643920,2000V2_1103,Relevant,36,36,100.0
3333,25646783,2000V2_1103,Not Relevant,39,39,100.0
3334,25648815,2000V2_1103,Not Relevant,41,41,100.0
3335,25650135,2000V2_1103,Relevant,40,40,100.0
3336,25653090,random_1000_pmids,Not Relevant,43,43,100.0
3337,25655423,pk_random,Not Relevant,42,42,100.0
3338,25655506,pk_random,Relevant,39,39,100.0
3339,25657337,2000V2_1103,Relevant,30,30,100.0
3340,25673154,pk_random,Not Relevant,26,26,100.0
3341,25680552,random_1000_pmids,Not Relevant,39,39,100.0
207,1784469,pk_random,Not Relevant,41,41,100.0
3344,25694060,random_1000_pmids,Not Relevant,36,36,100.0
206,1783897,2000V2_1103,Not Relevant,38,38,100.0
204,1779667,2000V2_1103,Not Relevant,36,36,100.0
3347,25698306,2000V2_1103,Not Relevant,40,40,100.0
203,1777057,2000V2_1103,Not Relevant,48,48,100.0
201,1753450,random_1000_pmids,Not Relevant,37,37,100.0
3350,25726757,pk_random,Not Relevant,46,46,100.0
3351,25737423,2000V2_1103,Not Relevant,44,44,100.0
3352,25743677,pk_random,Not Relevant,41,41,100.0
3353,25746014,pk_random,Not Relevant,35,35,100.0
3355,25774580,pk_random,Not Relevant,49,49,100.0
3279,25159818,pk_random,Not Relevant,39,39,100.0
3278,25155592,2000V2_1103,Relevant,38,38,100.0
3277,25152289,2000V2_1103,Not Relevant,36,36,100.0
233,1935820,pk_random,Not Relevant,48,48,100.0
231,1923552,2000V2_1103,Not Relevant,39,39,100.0
3207,24670100,pk_random,Not Relevant,36,36,100.0
3208,24672263,2000V2_1103,Relevant,40,40,100.0
230,1914381,2000V2_1103,Not Relevant,35,35,100.0
229,1910576,random_1000_pmids,Not Relevant,41,41,100.0
3211,24694600,2000V2_1103,Not Relevant,25,25,100.0
3212,24698009,pk_random,Relevant,35,35,100.0
3213,24707870,pk_random,Relevant,33,33,100.0
3214,24718918,2000V2_1103,Not Relevant,37,37,100.0
3216,24741485,2000V2_1103,Relevant,42,42,100.0
3217,24753234,2000V2_1103,Not Relevant,35,35,100.0
3218,24760211,2000V2_1103,Not Relevant,43,43,100.0
3219,24769252,random_1000_pmids,Not Relevant,52,52,100.0
3220,24786603,2000V2_1103,Relevant,44,44,100.0
3221,24789274,2000V2_1103,Not Relevant,40,40,100.0
3222,24799699,pk_random,Not Relevant,37,37,100.0
3223,24814876,2000V2_1103,Not Relevant,41,41,100.0
3224,24815113,2000V2_1103,Not Relevant,31,31,100.0
3225,24825249,2000V2_1103,Not Relevant,42,42,100.0
228,1910070,2000V2_1103,Relevant,41,41,100.0
3204,24645580,2000V2_1103,Not Relevant,49,49,100.0
227,1905350,2000V2_1103,Not Relevant,40,40,100.0
3203,24644233,random_1000_pmids,Not Relevant,46,46,100.0
234,1943832,2000V2_1103,Not Relevant,37,37,100.0
3180,24487091,random_1000_pmids,Not Relevant,47,47,100.0
3181,24489565,random_1000_pmids,Not Relevant,41,41,100.0
3182,24489896,2000V2_1103,Not Relevant,50,50,100.0
3183,24495149,random_1000_pmids,Relevant,45,45,100.0
3184,24510752,2000V2_1103,Not Relevant,38,38,100.0
236,1961925,pk_random,Not Relevant,37,37,100.0
3186,24517989,pk_random,Not Relevant,44,44,100.0
3187,24522565,pk_random,Not Relevant,53,53,100.0
3188,24547403,pk_random,Not Relevant,30,30,100.0
3189,24555934,2000V2_1103,Not Relevant,40,40,100.0
3190,24556757,pk_random,Not Relevant,44,44,100.0
3191,24564797,2000V2_1103,Not Relevant,37,37,100.0
3192,24566323,2000V2_1103,Not Relevant,44,44,100.0
2397,17604275,2000V2_1103,Not Relevant,45,45,100.0
3194,24593792,2000V2_1103,Relevant,35,35,100.0
3195,24595134,random_1000_pmids,Not Relevant,39,39,100.0
3196,24598005,pk_random,Not Relevant,42,42,100.0
3197,24603244,2000V2_1103,Not Relevant,46,46,100.0
3198,24605425,pk_random,Relevant,40,40,100.0
3199,24616265,pk_random,Relevant,35,35,100.0
3200,24625764,2000V2_1103,Not Relevant,36,36,100.0
3202,24641773,2000V2_1103,Relevant,41,41,100.0
196,1741953,random_1000_pmids,Not Relevant,47,47,100.0
3228,24870363,pk_random,Not Relevant,47,47,100.0
3230,24880085,pk_random,Not Relevant,43,43,100.0
220,1848349,2000V2_1103,Not Relevant,34,34,100.0
3257,25041947,2000V2_1103,Not Relevant,40,40,100.0
3258,25051056,pk_random,Not Relevant,45,45,100.0
3259,25051761,random_1000_pmids,Not Relevant,44,44,100.0
3260,25056692,2000V2_1103,Not Relevant,39,39,100.0
3261,25066628,pk_random,Relevant,50,50,100.0
219,1844750,random_1000_pmids,Not Relevant,39,39,100.0
3263,25073836,2000V2_1103,Relevant,47,47,100.0
3264,25080080,2000V2_1103,Not Relevant,41,41,100.0
3265,25082735,2000V2_1103,Not Relevant,39,39,100.0
3266,25091699,2000V2_1103,Not Relevant,31,31,100.0
3267,25100753,2000V2_1103,Not Relevant,35,35,100.0
3268,25113226,pk_random,Not Relevant,56,56,100.0
3269,25114529,2000V2_1103,Relevant,36,36,100.0
3270,25117078,pk_random,Not Relevant,37,37,100.0
218,1840326,random_1000_pmids,Relevant,44,44,100.0
3272,25123454,pk_random,Not Relevant,41,41,100.0
3273,25142782,2000V2_1103,Not Relevant,28,28,100.0
217,1839084,2000V2_1103,Not Relevant,37,37,100.0
3275,25148065,pk_random,Not Relevant,39,39,100.0
3276,25152243,2000V2_1103,Relevant,51,51,100.0
3255,25036018,pk_random,Not Relevant,36,36,100.0
3229,24879978,2000V2_1103,Not Relevant,45,45,100.0
3254,25036017,pk_random,Not Relevant,41,41,100.0
3252,25030284,2000V2_1103,Not Relevant,45,45,100.0
226,1892339,2000V2_1103,Not Relevant,45,45,100.0
225,1889912,pk_random,Relevant,37,37,100.0
224,1885709,2000V2_1103,Not Relevant,47,47,100.0
222,1866694,pk_random,Not Relevant,47,47,100.0
3235,24900608,2000V2_1103,Not Relevant,41,41,100.0
3236,24903031,random_1000_pmids,Not Relevant,44,44,100.0
3237,24906357,random_1000_pmids,Not Relevant,32,32,100.0
3238,24907585,2000V2_1103,Not Relevant,37,37,100.0
3239,24917580,pk_random,Relevant,39,39,100.0
3240,24918171,random_1000_pmids,Not Relevant,45,45,100.0
3241,24932357,pk_random,Not Relevant,42,42,100.0
3242,24956867,pk_random,Not Relevant,41,41,100.0
3243,24973521,random_1000_pmids,Not Relevant,34,34,100.0
3244,24977292,pk_random,Relevant,32,32,100.0
3245,24978402,random_1000_pmids,Not Relevant,46,46,100.0
221,1856145,2000V2_1103,Relevant,42,42,100.0
3247,24984690,pk_random,Not Relevant,37,37,100.0
3248,25008056,pk_random,Not Relevant,39,39,100.0
3249,25011215,pk_random,Not Relevant,35,35,100.0
3250,25015887,pk_random,Not Relevant,50,50,100.0
3251,25030279,random_1000_pmids,Not Relevant,36,36,100.0
3253,25032886,2000V2_1103,Not Relevant,40,40,100.0
3381,25976487,2000V2_1103,Not Relevant,33,33,100.0
193,1726670,random_1000_pmids,Not Relevant,43,43,100.0
3383,25987030,2000V2_1103,Not Relevant,34,34,100.0
3510,27022852,random_1000_pmids,Not Relevant,48,48,100.0
158,1599406,2000V2_1103,Not Relevant,40,40,100.0
3512,27046157,pk_random,Not Relevant,46,46,100.0
3513,27068636,2000V2_1103,Not Relevant,47,47,100.0
157,1596064,random_1000_pmids,Not Relevant,39,39,100.0
3515,27088191,pk_random,Not Relevant,29,29,100.0
3516,27093751,random_1000_pmids,Not Relevant,37,37,100.0
3517,27104671,2000V2_1103,Not Relevant,31,31,100.0
3518,27111148,pk_random,Not Relevant,35,35,100.0
3519,27114047,pk_random,Not Relevant,42,42,100.0
3520,27117375,random_1000_pmids,Not Relevant,45,45,100.0
3521,27120177,2000V2_1103,Relevant,45,45,100.0
3522,27126326,2000V2_1103,Not Relevant,32,32,100.0
3523,27128231,2000V2_1103,Relevant,36,36,100.0
3524,27128837,pk_random,Relevant,39,39,100.0
155,1588637,2000V2_1103,Not Relevant,42,42,100.0
153,1564023,pk_random,Not Relevant,37,37,100.0
3527,27135366,2000V2_1103,Not Relevant,47,47,100.0
3528,27135819,pk_random,Not Relevant,28,28,100.0
3529,27143941,2000V2_1103,Not Relevant,50,50,100.0
3530,27144541,2000V2_1103,Not Relevant,41,41,100.0
3509,27020654,2000V2_1103,Not Relevant,39,39,100.0
3531,27145450,2000V2_1103,Not Relevant,33,33,100.0
3508,27015880,random_1000_pmids,Not Relevant,47,47,100.0
159,1614591,pk_random,Not Relevant,39,39,100.0
166,1648524,2000V2_1103,Not Relevant,41,41,100.0
3486,26825378,2000V2_1103,Not Relevant,39,39,100.0
3487,26844734,2000V2_1103,Not Relevant,38,38,100.0
165,1645579,pk_random,Not Relevant,35,35,100.0
3489,26852854,2000V2_1103,Not Relevant,39,39,100.0
3490,26873038,2000V2_1103,Not Relevant,29,29,100.0
3491,26873366,pk_random,Not Relevant,41,41,100.0
3492,26873495,pk_random,Not Relevant,35,35,100.0
163,1638952,2000V2_1103,Not Relevant,48,48,100.0
3494,26895507,2000V2_1103,Not Relevant,32,32,100.0
3495,26895981,random_1000_pmids,Relevant,36,36,100.0
3496,26915709,pk_random,Not Relevant,36,36,100.0
3497,26919546,2000V2_1103,Not Relevant,52,52,100.0
162,1638518,random_1000_pmids,Not Relevant,39,39,100.0
3499,26922034,2000V2_1103,Not Relevant,36,36,100.0
161,1636703,random_1000_pmids,Not Relevant,38,38,100.0
3501,26937591,random_1000_pmids,Not Relevant,40,40,100.0
3502,26940767,2000V2_1103,Not Relevant,45,45,100.0
160,1623916,2000V2_1103,Relevant,42,42,100.0
3504,26956936,2000V2_1103,Not Relevant,38,38,100.0
3505,26992790,2000V2_1103,Not Relevant,47,47,100.0
3507,27006280,2000V2_1103,Not Relevant,39,39,100.0
3484,26807332,random_1000_pmids,Not Relevant,38,38,100.0
3532,27153472,random_1000_pmids,Not Relevant,37,37,100.0
3534,27166429,2000V2_1103,Not Relevant,47,47,100.0
3561,27406420,2000V2_1103,Not Relevant,50,50,100.0
3562,27425201,2000V2_1103,Not Relevant,36,36,100.0
3563,27439620,random_1000_pmids,Not Relevant,44,44,100.0
3564,27451018,2000V2_1103,Relevant,35,35,100.0
142,1511322,2000V2_1103,Not Relevant,38,38,100.0
3566,27472892,pk_random,Not Relevant,32,32,100.0
3567,27499389,random_1000_pmids,Not Relevant,43,43,100.0
141,1510163,random_1000_pmids,Not Relevant,39,39,100.0
3569,27507824,random_1000_pmids,Not Relevant,33,33,100.0
3570,27513688,pk_random,Relevant,38,38,100.0
3571,27523997,2000V2_1103,Not Relevant,43,43,100.0
3572,27534937,random_1000_pmids,Not Relevant,38,38,100.0
3573,27549778,pk_random,Not Relevant,37,37,100.0
3574,27550480,pk_random,Not Relevant,46,46,100.0
3575,27552090,2000V2_1103,Not Relevant,42,42,100.0
140,1507403,2000V2_1103,Relevant,35,35,100.0
3577,27560019,2000V2_1103,Not Relevant,48,48,100.0
3578,27567102,pk_random,Not Relevant,38,38,100.0
3579,27569695,pk_random,Not Relevant,37,37,100.0
3580,27572805,random_1000_pmids,Not Relevant,44,44,100.0
3581,27580073,pk_random,Not Relevant,36,36,100.0
143,1512281,random_1000_pmids,Not Relevant,38,38,100.0
152,1554119,random_1000_pmids,Not Relevant,39,39,100.0
3559,27385762,2000V2_1103,Not Relevant,47,47,100.0
3557,27353701,random_1000_pmids,Not Relevant,38,38,100.0
3535,27169852,2000V2_1103,Not Relevant,43,43,100.0
3536,27185808,pk_random,Relevant,39,39,100.0
151,1550563,2000V2_1103,Not Relevant,45,45,100.0
3538,27196716,2000V2_1103,Not Relevant,35,35,100.0
149,1531155,2000V2_1103,Not Relevant,35,35,100.0
3540,27209494,pk_random,Not Relevant,43,43,100.0
148,1527081,2000V2_1103,Not Relevant,37,37,100.0
3542,27238011,2000V2_1103,Not Relevant,41,41,100.0
3544,27270281,pk_random,Relevant,44,44,100.0
3545,27270784,random_1000_pmids,Relevant,34,34,100.0
146,1518269,random_1000_pmids,Not Relevant,41,41,100.0
3547,27274274,2000V2_1103,Not Relevant,44,44,100.0
3548,27285778,random_1000_pmids,Not Relevant,32,32,100.0
3549,27299749,2000V2_1103,Relevant,41,41,100.0
3550,27302626,pk_random,Not Relevant,39,39,100.0
3551,27306849,random_1000_pmids,Not Relevant,40,40,100.0
3552,27312540,2000V2_1103,Not Relevant,50,50,100.0
3553,27329475,2000V2_1103,Not Relevant,35,35,100.0
144,1514187,2000V2_1103,Not Relevant,49,49,100.0
3555,27349771,2000V2_1103,Not Relevant,33,33,100.0
3556,27353045,random_1000_pmids,Relevant,36,36,100.0
3558,27382330,pk_random,Not Relevant,32,32,100.0
3583,27606793,pk_random,Not Relevant,47,47,100.0
3483,26806573,2000V2_1103,Relevant,45,45,100.0
3481,26796886,pk_random,Not Relevant,25,25,100.0
3409,26222220,pk_random,Not Relevant,30,30,100.0
3410,26226967,2000V2_1103,Not Relevant,43,43,100.0
3411,26237308,pk_random,Not Relevant,43,43,100.0
3412,26249584,2000V2_1103,Not Relevant,41,41,100.0
3413,26253653,random_1000_pmids,Not Relevant,27,27,100.0
183,1690790,2000V2_1103,Not Relevant,35,35,100.0
3415,26260749,random_1000_pmids,Not Relevant,33,33,100.0
3416,26263972,2000V2_1103,Not Relevant,45,45,100.0
3417,26269236,2000V2_1103,Not Relevant,34,34,100.0
3418,26272123,2000V2_1103,Not Relevant,34,34,100.0
182,1690635,random_1000_pmids,Not Relevant,39,39,100.0
3420,26296292,pk_random,Not Relevant,25,25,100.0
3421,26296963,random_1000_pmids,Not Relevant,38,38,100.0
3422,26304171,pk_random,Relevant,58,58,100.0
3423,26304335,pk_random,Not Relevant,41,41,100.0
181,1689904,pk_random,Not Relevant,41,41,100.0
3425,26306754,2000V2_1103,Not Relevant,43,43,100.0
3426,26316073,2000V2_1103,Not Relevant,34,34,100.0
3427,26318818,random_1000_pmids,Not Relevant,33,33,100.0
3429,26333809,2000V2_1103,Not Relevant,34,34,100.0
3430,26338001,2000V2_1103,Not Relevant,41,41,100.0
3408,26220913,2000V2_1103,Not Relevant,40,40,100.0
3431,26349224,pk_random,Not Relevant,43,43,100.0
3407,26202187,2000V2_1103,Not Relevant,37,37,100.0
184,1696217,random_1000_pmids,Not Relevant,37,37,100.0
3384,25991737,2000V2_1103,Not Relevant,34,34,100.0
3385,25997662,pk_random,Not Relevant,48,48,100.0
192,1724176,pk_random,Not Relevant,40,40,100.0
3387,26021325,pk_random,Not Relevant,41,41,100.0
3388,26026951,2000V2_1103,Not Relevant,38,38,100.0
191,1720447,2000V2_1103,Not Relevant,42,42,100.0
3390,26039628,random_1000_pmids,Not Relevant,46,46,100.0
3391,26045659,2000V2_1103,Not Relevant,33,33,100.0
3392,26067173,2000V2_1103,Not Relevant,37,37,100.0
3393,26079203,2000V2_1103,Not Relevant,34,34,100.0
3394,26079512,2000V2_1103,Not Relevant,35,35,100.0
3395,26080512,random_1000_pmids,Relevant,39,39,100.0
3396,26081853,pk_random,Not Relevant,42,42,100.0
190,1718950,pk_random,Not Relevant,36,36,100.0
188,1715264,pk_random,Not Relevant,39,39,100.0
187,1709343,pk_random,Not Relevant,44,44,100.0
186,1706262,pk_random,Not Relevant,42,42,100.0
3401,26134060,pk_random,Not Relevant,51,51,100.0
3402,26140311,2000V2_1103,Not Relevant,38,38,100.0
185,1700441,pk_random,Not Relevant,32,32,100.0
3404,26149228,2000V2_1103,Not Relevant,40,40,100.0
3406,26189915,2000V2_1103,Not Relevant,41,41,100.0
3482,26803007,pk_random,Not Relevant,42,42,100.0
180,1682459,random_1000_pmids,Relevant,46,46,100.0
3434,26354352,2000V2_1103,Not Relevant,35,35,100.0
172,1663355,2000V2_1103,Relevant,47,47,100.0
171,1659332,random_1000_pmids,Not Relevant,37,37,100.0
3462,26652353,2000V2_1103,Not Relevant,40,40,100.0
170,1658250,random_1000_pmids,Not Relevant,44,44,100.0
169,1653983,2000V2_1103,Not Relevant,44,44,100.0
3465,26661202,2000V2_1103,Not Relevant,32,32,100.0
3466,26667813,2000V2_1103,Not Relevant,41,41,100.0
3467,26678615,pk_random,Not Relevant,37,37,100.0
3468,26688135,random_1000_pmids,Not Relevant,46,46,100.0
168,1652416,2000V2_1103,Relevant,43,43,100.0
3470,26722697,random_1000_pmids,Not Relevant,34,34,100.0
3471,26736268,pk_random,Not Relevant,40,40,100.0
3472,26744587,random_1000_pmids,Not Relevant,42,42,100.0
3473,26752674,2000V2_1103,Not Relevant,42,42,100.0
3474,26753602,pk_random,Not Relevant,32,32,100.0
3475,26755708,2000V2_1103,Not Relevant,42,42,100.0
3476,26762283,pk_random,Not Relevant,48,48,100.0
167,1652031,2000V2_1103,Not Relevant,43,43,100.0
3478,26778711,2000V2_1103,Not Relevant,36,36,100.0
3479,26780157,2000V2_1103,Relevant,50,50,100.0
3480,26792373,pk_random,Relevant,43,43,100.0
3459,26580099,random_1000_pmids,Relevant,34,34,100.0
3433,26352940,2000V2_1103,Not Relevant,42,42,100.0
3458,26577956,2000V2_1103,Not Relevant,46,46,100.0
173,1663791,pk_random,Not Relevant,33,33,100.0
3435,26355279,random_1000_pmids,Not Relevant,40,40,100.0
3436,26361143,pk_random,Not Relevant,46,46,100.0
3437,26361892,2000V2_1103,Not Relevant,33,33,100.0
3438,26364849,random_1000_pmids,Not Relevant,44,44,100.0
3439,26367707,random_1000_pmids,Not Relevant,41,41,100.0
3440,26377413,pk_random,Not Relevant,35,35,100.0
3441,26381054,2000V2_1103,Relevant,45,45,100.0
3442,26418053,2000V2_1103,Not Relevant,40,40,100.0
3443,26440598,pk_random,Relevant,33,33,100.0
3444,26450460,pk_random,Not Relevant,45,45,100.0
3445,26468234,random_1000_pmids,Not Relevant,43,43,100.0
3446,26473552,pk_random,Not Relevant,43,43,100.0
3447,26474199,2000V2_1103,Not Relevant,31,31,100.0
3448,26487917,2000V2_1103,Not Relevant,44,44,100.0
177,1675048,random_1000_pmids,Not Relevant,41,41,100.0
3450,26501141,random_1000_pmids,Not Relevant,34,34,100.0
3451,26513505,pk_random,Relevant,36,36,100.0
3452,26513528,2000V2_1103,Not Relevant,42,42,100.0
176,1674889,2000V2_1103,Relevant,31,31,100.0
175,1672896,2000V2_1103,Not Relevant,46,46,100.0
3455,26546947,2000V2_1103,Relevant,49,49,100.0
3457,26551921,pk_random,Relevant,38,38,100.0
2396,17604192,random_1000_pmids,Relevant,22,22,100.0
2380,17459667,2000V2_1103,Not Relevant,42,42,100.0
2394,17579357,2000V2_1103,Not Relevant,31,31,100.0
1304,9048877,random_1000_pmids,Not Relevant,34,34,100.0
1305,9056582,2000V2_1103,Not Relevant,41,41,100.0
1306,9068940,2000V2_1103,Not Relevant,37,37,100.0
1307,9079289,pk_random,Not Relevant,50,50,100.0
1308,9090709,2000V2_1103,Not Relevant,46,46,100.0
1309,9096096,2000V2_1103,Not Relevant,41,41,100.0
1310,9112342,2000V2_1103,Not Relevant,46,46,100.0
631,3972131,2000V2_1103,Not Relevant,38,38,100.0
1312,9119356,2000V2_1103,Not Relevant,46,46,100.0
1303,9048663,2000V2_1103,Not Relevant,44,44,100.0
1313,9121813,pk_random,Not Relevant,55,55,100.0
1315,9131485,random_1000_pmids,Not Relevant,39,39,100.0
1316,9137523,2000V2_1103,Relevant,37,37,100.0
1317,9144737,pk_random,Not Relevant,37,37,100.0
1318,9147125,pk_random,Not Relevant,36,36,100.0
1319,9162837,2000V2_1103,Not Relevant,48,48,100.0
1320,9169114,random_1000_pmids,Not Relevant,28,28,100.0
1321,9171994,2000V2_1103,Not Relevant,37,37,100.0
1322,9177783,2000V2_1103,Not Relevant,42,42,100.0
1323,9180396,2000V2_1103,Not Relevant,35,35,100.0
1314,9128021,pk_random,Not Relevant,43,43,100.0
1302,9048587,2000V2_1103,Not Relevant,43,43,100.0
1301,9038083,2000V2_1103,Not Relevant,42,42,100.0
1300,9035044,random_1000_pmids,Not Relevant,41,41,100.0
1278,8884882,pk_random,Not Relevant,32,32,100.0
1279,8888068,2000V2_1103,Relevant,43,43,100.0
1280,8891468,random_1000_pmids,Not Relevant,28,28,100.0
1281,8894464,2000V2_1103,Not Relevant,33,33,100.0
1282,8897139,pk_random,Not Relevant,36,36,100.0
1283,8897839,2000V2_1103,Not Relevant,50,50,100.0
1284,8911750,2000V2_1103,Not Relevant,31,31,100.0
1285,8916050,2000V2_1103,Not Relevant,40,40,100.0
1286,8930779,2000V2_1103,Relevant,41,41,100.0
1287,8941747,2000V2_1103,Not Relevant,44,44,100.0
1288,8946952,pk_random,Not Relevant,22,22,100.0
1289,8950046,pk_random,Not Relevant,40,40,100.0
1290,8953815,2000V2_1103,Not Relevant,36,36,100.0
635,4000241,2000V2_1103,Not Relevant,41,41,100.0
1293,8986061,2000V2_1103,Not Relevant,37,37,100.0
1294,8990384,2000V2_1103,Not Relevant,42,42,100.0
1295,8997494,pk_random,Not Relevant,32,32,100.0
634,3988644,2000V2_1103,Not Relevant,26,26,100.0
1297,9020502,pk_random,Not Relevant,38,38,100.0
